,lat,lon,State Code,type
23896,34.3366,-89.5227,MS,Medicine Facility
24220,33.7726,-89.8219,MS,Medicine Facility
24693,32.3496,-90.1749,MS,Medicine Facility
24769,32.4134,-90.1248,MS,Medicine Facility
24793,34.7388,-88.9495,MS,Medicine Facility
24973,32.3356,-90.166,MS,Medicine Facility
25686,33.5201,-89.914,MS,Medicine Facility
25841,31.3235,-89.3641,MS,Medicine Facility
25858,34.3058,-88.7094,MS,Medicine Facility
25985,33.7684,-89.8074,MS,Medicine Facility
27656,32.3654,-88.7287,MS,Medicine Facility
27738,34.766,-89.4471,MS,Medicine Facility
27745,32.3548,-90.0242,MS,Medicine Facility
27862,33.4,-91.04,MS,Medicine Facility
28075,32.3337,-90.1647,MS,Medicine Facility
28129,33.9815,-88.4782,MS,Medicine Facility
28150,33.748,-90.7204,MS,Medicine Facility
28750,34.9762,-89.989,MS,Medicine Facility
29270,32.5512,-88.6089,MS,Medicine Facility
30471,33.8807,-90.7377,MS,Medicine Facility
30518,34.2403,-88.7185,MS,Medicine Facility
31575,32.4088,-90.1241,MS,Medicine Facility
32698,31.876,-90.3994,MS,Medicine Facility
32781,33.4569,-90.6504,MS,Medicine Facility
33209,33.066,-89.5884,MS,Medicine Facility
33367,32.2163,-90.1549,MS,Medicine Facility
33814,34.9632,-90.0172,MS,Medicine Facility
35043,32.8636,-90.3926,MS,Medicine Facility
35423,33.9752,-88.4776,MS,Medicine Facility
36746,34.4963,-89.0335,MS,Medicine Facility
36924,32.2687,-90.2618,MS,Medicine Facility
36930,32.3336,-88.6561,MS,Medicine Facility
37041,32.1798,-90.2843,MS,Medicine Facility
37403,32.0319,-88.728,MS,Medicine Facility
37417,30.3734,-89.1284,MS,Medicine Facility
38034,33.8696,-89.3182,MS,Medicine Facility
38081,33.3815,-91.0397,MS,Medicine Facility
38663,32.3345,-90.3255,MS,Medicine Facility
39196,32.315,-90.8819,MS,Medicine Facility
40179,31.2471,-90.4748,MS,Medicine Facility
40324,34.4988,-89.0329,MS,Medicine Facility
41799,30.4998,-89.114,MS,Medicine Facility
41834,34.285,-89.0241,MS,Medicine Facility
41888,33.8298,-88.5609,MS,Medicine Facility
42126,34.3729,-88.8484,MS,Medicine Facility
42240,32.9051,-90.8854,MS,Medicine Facility
0,33.087,-83.244,GA,Med&Vac
1,33.087,-83.244,GA,Med&Vac
2,33.087,-83.244,GA,Med&Vac
3,33.087,-83.244,GA,Med&Vac
4,33.087,-83.244,GA,Med&Vac
5,33.087,-83.244,GA,Med&Vac
6,33.087,-83.244,GA,Med&Vac
7,33.087,-83.244,GA,Med&Vac
8,33.087,-83.244,GA,Med&Vac
9,33.087,-83.244,GA,Med&Vac
10,33.087,-83.244,GA,Med&Vac
11,33.087,-83.244,GA,Med&Vac
12,33.087,-83.244,GA,Med&Vac
13,33.087,-83.244,GA,Med&Vac
14,33.087,-83.244,GA,Med&Vac
15,33.087,-83.244,GA,Med&Vac
16,33.087,-83.244,GA,Med&Vac
17,33.087,-83.244,GA,Med&Vac
18,33.087,-83.244,GA,Med&Vac
19,33.087,-83.244,GA,Med&Vac
20,31.5902,-84.1576,GA,Med&Vac
21,31.5902,-84.1576,GA,Med&Vac
22,31.5902,-84.1576,GA,Med&Vac
23,31.5902,-84.1576,GA,Med&Vac
24,31.5902,-84.1576,GA,Med&Vac
25,31.5902,-84.1576,GA,Med&Vac
26,31.5902,-84.1576,GA,Med&Vac
27,31.5902,-84.1576,GA,Med&Vac
28,31.5902,-84.1576,GA,Med&Vac
29,31.5902,-84.1576,GA,Med&Vac
30,31.5902,-84.1576,GA,Med&Vac
31,31.5902,-84.1576,GA,Med&Vac
32,31.5902,-84.1576,GA,Med&Vac
33,31.5902,-84.1576,GA,Med&Vac
34,31.5902,-84.1576,GA,Med&Vac
35,31.5902,-84.1576,GA,Med&Vac
36,31.5902,-84.1576,GA,Med&Vac
37,31.5902,-84.1576,GA,Med&Vac
38,31.5902,-84.1576,GA,Med&Vac
39,31.5902,-84.1576,GA,Med&Vac
40,31.5902,-84.1576,GA,Med&Vac
41,31.5902,-84.1576,GA,Med&Vac
42,31.5902,-84.1576,GA,Med&Vac
43,31.5902,-84.1576,GA,Med&Vac
44,31.5902,-84.1576,GA,Med&Vac
45,31.5902,-84.1576,GA,Med&Vac
46,31.5902,-84.1576,GA,Med&Vac
47,31.5902,-84.1576,GA,Med&Vac
48,31.5902,-84.1576,GA,Med&Vac
49,31.5902,-84.1576,GA,Med&Vac
50,31.5902,-84.1576,GA,Med&Vac
51,31.5902,-84.1576,GA,Med&Vac
52,31.5902,-84.1576,GA,Med&Vac
53,31.5902,-84.1576,GA,Med&Vac
54,31.5902,-84.1576,GA,Med&Vac
55,31.5902,-84.1576,GA,Med&Vac
56,31.5902,-84.1576,GA,Med&Vac
57,31.5902,-84.1576,GA,Med&Vac
58,31.5902,-84.1576,GA,Med&Vac
59,31.5902,-84.1576,GA,Med&Vac
60,33.3871,-84.819,GA,Med&Vac
61,33.3871,-84.819,GA,Med&Vac
62,33.3871,-84.819,GA,Med&Vac
63,33.3871,-84.819,GA,Med&Vac
64,33.3871,-84.819,GA,Med&Vac
65,33.3871,-84.819,GA,Med&Vac
66,33.3871,-84.819,GA,Med&Vac
67,33.3871,-84.819,GA,Med&Vac
68,33.3871,-84.819,GA,Med&Vac
69,33.3871,-84.819,GA,Med&Vac
70,33.956,-84.364,GA,Med&Vac
71,33.956,-84.364,GA,Med&Vac
72,33.956,-84.364,GA,Med&Vac
73,33.956,-84.364,GA,Med&Vac
74,33.956,-84.364,GA,Med&Vac
75,33.956,-84.364,GA,Med&Vac
76,33.956,-84.364,GA,Med&Vac
77,33.956,-84.364,GA,Med&Vac
78,33.956,-84.364,GA,Med&Vac
79,33.956,-84.364,GA,Med&Vac
80,33.5088,-82.0219,GA,Med&Vac
81,33.5088,-82.0219,GA,Med&Vac
82,33.5088,-82.0219,GA,Med&Vac
83,33.5088,-82.0219,GA,Med&Vac
84,33.5088,-82.0219,GA,Med&Vac
85,33.5088,-82.0219,GA,Med&Vac
86,33.5088,-82.0219,GA,Med&Vac
87,33.5088,-82.0219,GA,Med&Vac
88,33.5088,-82.0219,GA,Med&Vac
89,33.5088,-82.0219,GA,Med&Vac
90,33.5088,-82.0219,GA,Med&Vac
91,33.5088,-82.0219,GA,Med&Vac
92,33.5088,-82.0219,GA,Med&Vac
93,33.5088,-82.0219,GA,Med&Vac
94,33.5088,-82.0219,GA,Med&Vac
95,33.5088,-82.0219,GA,Med&Vac
96,33.5088,-82.0219,GA,Med&Vac
97,33.5088,-82.0219,GA,Med&Vac
98,33.5088,-82.0219,GA,Med&Vac
99,33.5088,-82.0219,GA,Med&Vac
100,33.5492,-84.2549,GA,Med&Vac
101,33.5492,-84.2549,GA,Med&Vac
102,33.5492,-84.2549,GA,Med&Vac
103,33.5492,-84.2549,GA,Med&Vac
104,33.5492,-84.2549,GA,Med&Vac
105,33.5492,-84.2549,GA,Med&Vac
106,33.5492,-84.2549,GA,Med&Vac
107,33.5492,-84.2549,GA,Med&Vac
108,33.5492,-84.2549,GA,Med&Vac
109,33.5492,-84.2549,GA,Med&Vac
110,31.2108,-83.2495,GA,Med&Vac
111,31.2108,-83.2495,GA,Med&Vac
112,31.2108,-83.2495,GA,Med&Vac
113,31.2108,-83.2495,GA,Med&Vac
114,31.2108,-83.2495,GA,Med&Vac
115,31.2108,-83.2495,GA,Med&Vac
116,31.2108,-83.2495,GA,Med&Vac
117,31.2108,-83.2495,GA,Med&Vac
118,31.2108,-83.2495,GA,Med&Vac
119,31.2108,-83.2495,GA,Med&Vac
120,31.2108,-83.2495,GA,Med&Vac
121,31.2108,-83.2495,GA,Med&Vac
122,31.2108,-83.2495,GA,Med&Vac
123,31.2108,-83.2495,GA,Med&Vac
124,31.2108,-83.2495,GA,Med&Vac
125,31.2108,-83.2495,GA,Med&Vac
126,31.2108,-83.2495,GA,Med&Vac
127,31.2108,-83.2495,GA,Med&Vac
128,31.2108,-83.2495,GA,Med&Vac
129,31.2108,-83.2495,GA,Med&Vac
130,33.6172,-84.3567,GA,Med&Vac
131,33.6172,-84.3567,GA,Med&Vac
132,33.6172,-84.3567,GA,Med&Vac
133,33.6172,-84.3567,GA,Med&Vac
134,33.6172,-84.3567,GA,Med&Vac
135,33.6172,-84.3567,GA,Med&Vac
136,33.6172,-84.3567,GA,Med&Vac
137,33.6172,-84.3567,GA,Med&Vac
138,33.6172,-84.3567,GA,Med&Vac
139,33.6172,-84.3567,GA,Med&Vac
140,32.8997,-83.7028,GA,Med&Vac
141,32.8997,-83.7028,GA,Med&Vac
142,32.8997,-83.7028,GA,Med&Vac
143,32.8997,-83.7028,GA,Med&Vac
144,32.8997,-83.7028,GA,Med&Vac
145,32.8997,-83.7028,GA,Med&Vac
146,32.8997,-83.7028,GA,Med&Vac
147,32.8997,-83.7028,GA,Med&Vac
148,32.8997,-83.7028,GA,Med&Vac
149,32.8997,-83.7028,GA,Med&Vac
150,33.5944,-83.4686,GA,Med&Vac
151,33.5944,-83.4686,GA,Med&Vac
152,33.5944,-83.4686,GA,Med&Vac
153,33.5944,-83.4686,GA,Med&Vac
154,33.5944,-83.4686,GA,Med&Vac
155,33.5944,-83.4686,GA,Med&Vac
156,33.5944,-83.4686,GA,Med&Vac
157,33.5944,-83.4686,GA,Med&Vac
158,33.5944,-83.4686,GA,Med&Vac
159,33.5944,-83.4686,GA,Med&Vac
160,33.5944,-83.4686,GA,Med&Vac
161,33.5944,-83.4686,GA,Med&Vac
162,33.5944,-83.4686,GA,Med&Vac
163,33.5944,-83.4686,GA,Med&Vac
164,33.5944,-83.4686,GA,Med&Vac
165,33.5944,-83.4686,GA,Med&Vac
166,33.5944,-83.4686,GA,Med&Vac
167,33.5944,-83.4686,GA,Med&Vac
168,33.5944,-83.4686,GA,Med&Vac
169,33.5944,-83.4686,GA,Med&Vac
170,32.5469,-82.936,GA,Med&Vac
171,32.5469,-82.936,GA,Med&Vac
172,32.5469,-82.936,GA,Med&Vac
173,32.5469,-82.936,GA,Med&Vac
174,32.5469,-82.936,GA,Med&Vac
175,32.5469,-82.936,GA,Med&Vac
176,32.5469,-82.936,GA,Med&Vac
177,32.5469,-82.936,GA,Med&Vac
178,32.5469,-82.936,GA,Med&Vac
179,32.5469,-82.936,GA,Med&Vac
180,33.9473,-83.9853,GA,Med&Vac
181,33.9473,-83.9853,GA,Med&Vac
182,33.9473,-83.9853,GA,Med&Vac
183,33.9473,-83.9853,GA,Med&Vac
184,33.9473,-83.9853,GA,Med&Vac
185,33.9473,-83.9853,GA,Med&Vac
186,33.9473,-83.9853,GA,Med&Vac
187,33.9473,-83.9853,GA,Med&Vac
188,33.9473,-83.9853,GA,Med&Vac
189,33.9473,-83.9853,GA,Med&Vac
190,33.8571,-84.3431,GA,Med&Vac
191,33.8571,-84.3431,GA,Med&Vac
192,33.8571,-84.3431,GA,Med&Vac
193,33.8571,-84.3431,GA,Med&Vac
194,33.8571,-84.3431,GA,Med&Vac
195,33.8571,-84.3431,GA,Med&Vac
196,33.8571,-84.3431,GA,Med&Vac
197,33.8571,-84.3431,GA,Med&Vac
198,33.8571,-84.3431,GA,Med&Vac
199,33.8571,-84.3431,GA,Med&Vac
200,33.8571,-84.3431,GA,Med&Vac
201,33.8571,-84.3431,GA,Med&Vac
202,33.8571,-84.3431,GA,Med&Vac
203,33.8571,-84.3431,GA,Med&Vac
204,33.8571,-84.3431,GA,Med&Vac
205,33.8571,-84.3431,GA,Med&Vac
206,33.8571,-84.3431,GA,Med&Vac
207,33.8571,-84.3431,GA,Med&Vac
208,33.8571,-84.3431,GA,Med&Vac
209,33.8571,-84.3431,GA,Med&Vac
210,34.0659,-84.3201,GA,Med&Vac
211,34.0659,-84.3201,GA,Med&Vac
212,34.0659,-84.3201,GA,Med&Vac
213,34.0659,-84.3201,GA,Med&Vac
214,34.0659,-84.3201,GA,Med&Vac
215,34.0659,-84.3201,GA,Med&Vac
216,34.0659,-84.3201,GA,Med&Vac
217,34.0659,-84.3201,GA,Med&Vac
218,34.0659,-84.3201,GA,Med&Vac
219,34.0659,-84.3201,GA,Med&Vac
220,34.0659,-84.3201,GA,Med&Vac
221,34.0659,-84.3201,GA,Med&Vac
222,34.0659,-84.3201,GA,Med&Vac
223,34.0659,-84.3201,GA,Med&Vac
224,34.0659,-84.3201,GA,Med&Vac
225,34.0659,-84.3201,GA,Med&Vac
226,34.0659,-84.3201,GA,Med&Vac
227,34.0659,-84.3201,GA,Med&Vac
228,34.0659,-84.3201,GA,Med&Vac
229,34.0659,-84.3201,GA,Med&Vac
230,34.0659,-84.3201,GA,Med&Vac
231,34.0659,-84.3201,GA,Med&Vac
232,34.0659,-84.3201,GA,Med&Vac
233,34.0659,-84.3201,GA,Med&Vac
234,34.0659,-84.3201,GA,Med&Vac
235,34.0659,-84.3201,GA,Med&Vac
236,34.0659,-84.3201,GA,Med&Vac
237,34.0659,-84.3201,GA,Med&Vac
238,34.0659,-84.3201,GA,Med&Vac
239,34.0659,-84.3201,GA,Med&Vac
240,34.0659,-84.3201,GA,Med&Vac
241,34.0659,-84.3201,GA,Med&Vac
242,34.0659,-84.3201,GA,Med&Vac
243,34.0659,-84.3201,GA,Med&Vac
244,34.0659,-84.3201,GA,Med&Vac
245,34.0659,-84.3201,GA,Med&Vac
246,34.0659,-84.3201,GA,Med&Vac
247,34.0659,-84.3201,GA,Med&Vac
248,34.0659,-84.3201,GA,Med&Vac
249,34.0659,-84.3201,GA,Med&Vac
250,34.0654,-84.2127,GA,Med&Vac
251,34.0654,-84.2127,GA,Med&Vac
252,34.0654,-84.2127,GA,Med&Vac
253,34.0654,-84.2127,GA,Med&Vac
254,34.0654,-84.2127,GA,Med&Vac
255,34.0654,-84.2127,GA,Med&Vac
256,34.0654,-84.2127,GA,Med&Vac
257,34.0654,-84.2127,GA,Med&Vac
258,34.0654,-84.2127,GA,Med&Vac
259,34.0654,-84.2127,GA,Med&Vac
260,34.0654,-84.2127,GA,Med&Vac
261,34.0654,-84.2127,GA,Med&Vac
262,34.0654,-84.2127,GA,Med&Vac
263,34.0654,-84.2127,GA,Med&Vac
264,34.0654,-84.2127,GA,Med&Vac
265,34.0654,-84.2127,GA,Med&Vac
266,34.0654,-84.2127,GA,Med&Vac
267,34.0654,-84.2127,GA,Med&Vac
268,34.0654,-84.2127,GA,Med&Vac
269,34.0654,-84.2127,GA,Med&Vac
270,33.8807,-84.5135,GA,Med&Vac
271,33.8807,-84.5135,GA,Med&Vac
272,33.8807,-84.5135,GA,Med&Vac
273,33.8807,-84.5135,GA,Med&Vac
274,33.8807,-84.5135,GA,Med&Vac
275,33.8807,-84.5135,GA,Med&Vac
276,33.8807,-84.5135,GA,Med&Vac
277,33.8807,-84.5135,GA,Med&Vac
278,33.8807,-84.5135,GA,Med&Vac
279,33.8807,-84.5135,GA,Med&Vac
280,33.8807,-84.5135,GA,Med&Vac
281,33.8807,-84.5135,GA,Med&Vac
282,33.8807,-84.5135,GA,Med&Vac
283,33.8807,-84.5135,GA,Med&Vac
284,33.8807,-84.5135,GA,Med&Vac
285,33.8807,-84.5135,GA,Med&Vac
286,33.8807,-84.5135,GA,Med&Vac
287,33.8807,-84.5135,GA,Med&Vac
288,33.8807,-84.5135,GA,Med&Vac
289,33.8807,-84.5135,GA,Med&Vac
290,33.8807,-84.5135,GA,Med&Vac
291,33.8807,-84.5135,GA,Med&Vac
292,33.8807,-84.5135,GA,Med&Vac
293,33.8807,-84.5135,GA,Med&Vac
294,33.8807,-84.5135,GA,Med&Vac
295,33.8807,-84.5135,GA,Med&Vac
296,33.8807,-84.5135,GA,Med&Vac
297,33.8807,-84.5135,GA,Med&Vac
298,33.8807,-84.5135,GA,Med&Vac
299,33.8807,-84.5135,GA,Med&Vac
300,33.8807,-84.5135,GA,Med&Vac
301,33.8807,-84.5135,GA,Med&Vac
302,33.8807,-84.5135,GA,Med&Vac
303,33.8807,-84.5135,GA,Med&Vac
304,33.8807,-84.5135,GA,Med&Vac
305,33.8807,-84.5135,GA,Med&Vac
306,33.8807,-84.5135,GA,Med&Vac
307,33.8807,-84.5135,GA,Med&Vac
308,33.8807,-84.5135,GA,Med&Vac
309,33.8807,-84.5135,GA,Med&Vac
310,33.0063,-83.5447,GA,Med&Vac
311,33.0063,-83.5447,GA,Med&Vac
312,33.0063,-83.5447,GA,Med&Vac
313,33.0063,-83.5447,GA,Med&Vac
314,33.0063,-83.5447,GA,Med&Vac
315,33.0063,-83.5447,GA,Med&Vac
316,33.0063,-83.5447,GA,Med&Vac
317,33.0063,-83.5447,GA,Med&Vac
318,33.0063,-83.5447,GA,Med&Vac
319,33.0063,-83.5447,GA,Med&Vac
320,33.0063,-83.5447,GA,Med&Vac
321,33.0063,-83.5447,GA,Med&Vac
322,33.0063,-83.5447,GA,Med&Vac
323,33.0063,-83.5447,GA,Med&Vac
324,33.0063,-83.5447,GA,Med&Vac
325,33.0063,-83.5447,GA,Med&Vac
326,33.0063,-83.5447,GA,Med&Vac
327,33.0063,-83.5447,GA,Med&Vac
328,33.0063,-83.5447,GA,Med&Vac
329,33.0063,-83.5447,GA,Med&Vac
330,33.389,-84.8177,GA,Med&Vac
331,33.389,-84.8177,GA,Med&Vac
332,33.389,-84.8177,GA,Med&Vac
333,33.389,-84.8177,GA,Med&Vac
334,33.389,-84.8177,GA,Med&Vac
335,33.389,-84.8177,GA,Med&Vac
336,33.389,-84.8177,GA,Med&Vac
337,33.389,-84.8177,GA,Med&Vac
338,33.389,-84.8177,GA,Med&Vac
339,33.389,-84.8177,GA,Med&Vac
340,33.389,-84.8177,GA,Med&Vac
341,33.389,-84.8177,GA,Med&Vac
342,33.389,-84.8177,GA,Med&Vac
343,33.389,-84.8177,GA,Med&Vac
344,33.389,-84.8177,GA,Med&Vac
345,33.389,-84.8177,GA,Med&Vac
346,33.389,-84.8177,GA,Med&Vac
347,33.389,-84.8177,GA,Med&Vac
348,33.389,-84.8177,GA,Med&Vac
349,33.389,-84.8177,GA,Med&Vac
350,30.8297,-83.975,GA,Med&Vac
351,30.8297,-83.975,GA,Med&Vac
352,30.8297,-83.975,GA,Med&Vac
353,30.8297,-83.975,GA,Med&Vac
354,30.8297,-83.975,GA,Med&Vac
355,30.8297,-83.975,GA,Med&Vac
356,30.8297,-83.975,GA,Med&Vac
357,30.8297,-83.975,GA,Med&Vac
358,30.8297,-83.975,GA,Med&Vac
359,30.8297,-83.975,GA,Med&Vac
360,30.8297,-83.975,GA,Med&Vac
361,30.8297,-83.975,GA,Med&Vac
362,30.8297,-83.975,GA,Med&Vac
363,30.8297,-83.975,GA,Med&Vac
364,30.8297,-83.975,GA,Med&Vac
365,30.8297,-83.975,GA,Med&Vac
366,30.8297,-83.975,GA,Med&Vac
367,30.8297,-83.975,GA,Med&Vac
368,30.8297,-83.975,GA,Med&Vac
369,30.8297,-83.975,GA,Med&Vac
370,34.4671,-84.4258,GA,Med&Vac
371,34.4671,-84.4258,GA,Med&Vac
372,34.4671,-84.4258,GA,Med&Vac
373,34.4671,-84.4258,GA,Med&Vac
374,34.4671,-84.4258,GA,Med&Vac
375,34.4671,-84.4258,GA,Med&Vac
376,34.4671,-84.4258,GA,Med&Vac
377,34.4671,-84.4258,GA,Med&Vac
378,34.4671,-84.4258,GA,Med&Vac
379,34.4671,-84.4258,GA,Med&Vac
380,34.0599,-84.3828,GA,Med&Vac
381,34.0599,-84.3828,GA,Med&Vac
382,34.0599,-84.3828,GA,Med&Vac
383,34.0599,-84.3828,GA,Med&Vac
384,34.0599,-84.3828,GA,Med&Vac
385,34.0599,-84.3828,GA,Med&Vac
386,34.0599,-84.3828,GA,Med&Vac
387,34.0599,-84.3828,GA,Med&Vac
388,34.0599,-84.3828,GA,Med&Vac
389,34.0599,-84.3828,GA,Med&Vac
390,34.0599,-84.3828,GA,Med&Vac
391,34.0599,-84.3828,GA,Med&Vac
392,34.0599,-84.3828,GA,Med&Vac
393,34.0599,-84.3828,GA,Med&Vac
394,34.0599,-84.3828,GA,Med&Vac
395,34.0599,-84.3828,GA,Med&Vac
396,34.0599,-84.3828,GA,Med&Vac
397,34.0599,-84.3828,GA,Med&Vac
398,34.0599,-84.3828,GA,Med&Vac
399,34.0599,-84.3828,GA,Med&Vac
400,32.0731,-84.2205,GA,Med&Vac
401,32.0731,-84.2205,GA,Med&Vac
402,32.0731,-84.2205,GA,Med&Vac
